"name","alias","priority","radioDisplayName","team","radioIntercept","vduVideo","dialogue","bucket","note"
"Host_Mirage_WinnerClosePoints_03_02","diag_mp_mirage_exp_winnerClosePoints_03_02_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","Rack up those points, because someone's close to winning!","WINNER_CLOSE_POINTS",""
"","",0,"","",false,"","","",""
"Host_Mirage_WinnerCloseTimer_01_01","diag_mp_mirage_exp_winnerCloseTimer_01_01_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","Chop chop, timeâ€™s almost up! And now Iâ€™m hungry.","TIME_ALMOST_EXPIRED","play for overtime"
"Host_Mirage_WinnerCloseTimer_01_02","diag_mp_mirage_exp_winnerCloseTimer_01_02_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","Chop chop, timeâ€™s almost up! Oh great, now Iâ€™m hungry.","TIME_ALMOST_EXPIRED",""
"Host_Mirage_WinnerCloseTimer_02b_01","diag_mp_mirage_exp_winnerCloseTimer_02b_01_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","The match is almost over--just like me and Sultry AI Voice. Oh, you had your chance.","TIME_ALMOST_EXPIRED",""
"Host_Mirage_WinnerCloseTimer_02b_02","diag_mp_mirage_exp_winnerCloseTimer_02b_02_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","The match is almost over--just like me and Sultry AI Voice. Oh, you had your chance.","TIME_ALMOST_EXPIRED",""
"Host_Mirage_WinnerCloseTimer_02b_03","diag_mp_mirage_exp_winnerCloseTimer_02b_03_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","The match is almost over--just like me and Sultry AI Voice. Oh, you had your chance.","TIME_ALMOST_EXPIRED",""
"Host_Mirage_WinnerCloseTimer_02b_04","diag_mp_mirage_exp_winnerCloseTimer_02b_04_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","The match is almost over--just like me and Sultry AI Voice. Oh, you had your chance.","TIME_ALMOST_EXPIRED",""
"Host_Mirage_WinnerCloseTimer_03b_01","diag_mp_mirage_exp_winnerCloseTimer_03b_01_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","Time's running out. This is getting intense. Kinda like my new business partner whenever I forget her office isn't the men's room anymore.","TIME_ALMOST_EXPIRED",""
"Host_Mirage_WinnerCloseTimer_03b_02","diag_mp_mirage_exp_winnerCloseTimer_03b_02_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","Time's running out. This is getting intense. Kinda like my new business partner whenever I forget her office isn't the men's room anymore.","TIME_ALMOST_EXPIRED",""
"","",0,"","",false,"","","",""
"Host_Mirage_WinnerFound_01_01","diag_mp_mirage_exp_winnerFound_01_01_3p",20,"#HOST_MIRAGE","TEAM_MILITIA",false,"","You won!","YOU_WINNER",""
"Host_Mirage_WinnerFound_01_02","diag_mp_mirage_exp_winnerFound_01_02_3p",20,"#HOST_MIRAGE","TEAM_MILITIA",false,"","You won!","YOU_WINNER",""
"Host_Mirage_WinnerFound_01_03","diag_mp_mirage_exp_winnerFound_01_03_3p",20,"#HOST_MIRAGE","TEAM_MILITIA",false,"","You won!","YOU_WINNER",""
"Host_Mirage_WinnerFound_02_01","diag_mp_mirage_exp_winnerFound_02_01_3p",20,"#HOST_MIRAGE","TEAM_MILITIA",false,"","Nice job, you're the Champion! I bet that feels good. I mean, I've done it a million times, but, you know, I'm happy for you and all that.","YOU_WINNER",""
"Host_Mirage_WinnerFound_02_02","diag_mp_mirage_exp_winnerFound_02_02_3p",20,"#HOST_MIRAGE","TEAM_MILITIA",false,"","Nice job, you're the Champion! I bet that feels good. I mean, I've done it like a million times, but, you know, I'm really sincerely happy for you.","YOU_WINNER",""
"Host_Mirage_WinnerFound_03b_01","diag_mp_mirage_exp_winnerFound_03b_01_3p",20,"#HOST_MIRAGE","TEAM_MILITIA",false,"","Well, there's a winner if I ever saw one. Oops, that's a mirror. Oh, uh, you are also pretty neat, as well.","YOU_WINNER",""
"Host_Mirage_WinnerFound_03b_02","diag_mp_mirage_exp_winnerFound_03b_02_3p",20,"#HOST_MIRAGE","TEAM_MILITIA",false,"","Well, there's a winner if I ever saw one. Oops, that's a mirror. Oh, uh, you are also pretty neat, as well.","YOU_WINNER",""
"Host_Mirage_WinnerFound_04_01","diag_mp_mirage_exp_winnerFound_04_01_3p",20,"#HOST_MIRAGE","TEAM_MILITIA",false,"","You did it! And I'm sure if you won, you had me on your squad. Right...? Of course.","YOU_WINNER",""
"Host_Mirage_WinnerFound_04_02","diag_mp_mirage_exp_winnerFound_04_02_3p",20,"#HOST_MIRAGE","TEAM_MILITIA",false,"","You did it! And I'm sure if you won, you had me on your squad. Right...? I don't even have to ask.","YOU_WINNER",""
"Host_Mirage_WinnerFound_05_01","diag_mp_mirage_exp_winnerFound_05_01_3p",20,"#HOST_MIRAGE","TEAM_MILITIA",false,"","You're a winner! Well, you're playing my mode, so you were already a winner.","YOU_WINNER",""
"Host_Mirage_WinnerFound_05_02","diag_mp_mirage_exp_winnerFound_05_02_3p",20,"#HOST_MIRAGE","TEAM_MILITIA",false,"","You're a winner! Well, you're playing my mode, so you were already a winner.","YOU_WINNER",""
"Host_Mirage_WinnerFound_06_01","diag_mp_mirage_exp_winnerFound_06_01_3p",20,"#HOST_MIRAGE","TEAM_MILITIA",false,"","You did it! You are the Champion! And I mean, we're all winners here, but especially you... and me.","YOU_WINNER",""
"Host_Mirage_WinnerFound_06_02","diag_mp_mirage_exp_winnerFound_06_02_3p",20,"#HOST_MIRAGE","TEAM_MILITIA",false,"","You did it! You are the Champion! And I mean, we're all winners here, but especially you... and mostly me.","YOU_WINNER",""
"Host_Mirage_WinnerFound_07_01","diag_mp_mirage_exp_winnerFound_07_01_3p",20,"#HOST_MIRAGE","TEAM_MILITIA",false,"","Got our winner!","WINNER",""
"Host_Mirage_WinnerFound_07_02","diag_mp_mirage_exp_winnerFound_07_02_3p",20,"#HOST_MIRAGE","TEAM_MILITIA",false,"","We got our winner!","WINNER",""
"Host_Mirage_WinnerFound_07_03","diag_mp_mirage_exp_winnerFound_07_03_3p",20,"#HOST_MIRAGE","TEAM_MILITIA",false,"","We got our winner!","WINNER",""
"Host_Mirage_WinnerFound_08_01","diag_mp_mirage_exp_winnerFound_08_01_3p",20,"#HOST_MIRAGE","TEAM_MILITIA",false,"","We have a winner.","WINNER",""
"Host_Mirage_WinnerFound_08_02","diag_mp_mirage_exp_winnerFound_08_02_3p",20,"#HOST_MIRAGE","TEAM_MILITIA",false,"","We have a winner.","WINNER",""
"Host_Mirage_WinnerFound_08_03","diag_mp_mirage_exp_winnerFound_08_03_3p",20,"#HOST_MIRAGE","TEAM_MILITIA",false,"","We have a winner.","WINNER",""
"Host_Mirage_WinnerFound_09_01","diag_mp_mirage_exp_winnerFound_09_01_3p",20,"#HOST_MIRAGE","TEAM_MILITIA",false,"","You're our winner.","YOU_WINNER",""
"Host_Mirage_WinnerFound_09_02","diag_mp_mirage_exp_winnerFound_09_02_3p",20,"#HOST_MIRAGE","TEAM_MILITIA",false,"","You're our winner!","YOU_WINNER",""
"Host_Mirage_WinnerFound_09_03","diag_mp_mirage_exp_winnerFound_09_03_3p",20,"#HOST_MIRAGE","TEAM_MILITIA",false,"","You're our winner!","YOU_WINNER",""
"","",0,"","",false,"","","",""
"Host_Mirage_WinnerFoundPointsNarrow_01b_01","diag_mp_mirage_exp_winnerFoundPointsNarrow_01b_01_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","We got ourselves a Champion. Wow, that was a close call. Unlike the no call I got from Sultry AI Voice all year. That's fine. Maybe I have a new girlfriend.","NARROW_WINNER",""
"Host_Mirage_WinnerFoundPointsNarrow_01b_02","diag_mp_mirage_exp_winnerFoundPointsNarrow_01b_02_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","We got ourselves a Champion. Wow, that was a close call. Unlike the no call I got from Sultry AI Voice all year. That's fine. Maybe I have a new girlfriend.","NARROW_WINNER",""
"Host_Mirage_WinnerFoundPointsNarrow_04_01","diag_mp_mirage_exp_winnerFoundPointsNarrow_04_01_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","Narrow win but we got one.","NARROW_WINNER",""
"Host_Mirage_WinnerFoundPointsNarrow_05_01","diag_mp_mirage_exp_winnerFoundPointsNarrow_05_01_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","Got our Champion. That was a close one.","NARROW_WINNER",""
"Host_Mirage_WinnerFoundPointsNarrow_05_02","diag_mp_mirage_exp_winnerFoundPointsNarrow_05_02_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","Got our Champion. Was a close one.","NARROW_WINNER",""
"Host_Mirage_WinnerFoundPointsNarrow_05_03","diag_mp_mirage_exp_winnerFoundPointsNarrow_05_03_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","Got our Champion. Close one.","NARROW_WINNER",""
"","",0,"","",false,"","","",""
"Host_Mirage_WinnerFoundPointsWide_02b_01","diag_mp_mirage_exp_winnerFoundPointsWide_02b_01_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","No contest, we have our Champion. Head on over to get your victory drink at my very glamorous bar. And oh yeah, bring a jug; we're short on restrooms.","WIDE_WINNER",""
"Host_Mirage_WinnerFoundPointsWide_02b_02","diag_mp_mirage_exp_winnerFoundPointsWide_02b_02_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","No contest, we have our Champion. Head on over to get your victory drink at my very glamorous bar. And oh yeah, bring a jug; we're short on restrooms.","WIDE_WINNER",""
"Host_Mirage_WinnerFoundPointsWide_03_01","diag_mp_mirage_exp_winnerFoundPointsWide_03_01_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","I feel like I'm stating the obvious here, but yup... we have our Champion. ","WIDE_WINNER",""
"Host_Mirage_WinnerFoundPointsWide_03_02","diag_mp_mirage_exp_winnerFoundPointsWide_03_02_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","You know, I feel like I'm stating the obvious here, but yup... we have our Champion. ","WIDE_WINNER",""
"Host_Mirage_WinnerFoundPointsWide_04_01","diag_mp_mirage_exp_winnerFoundPointsWide_04_01_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","And we have our Champion - by a lot.","WIDE_WINNER",""
"Host_Mirage_WinnerFoundPointsWide_04_02","diag_mp_mirage_exp_winnerFoundPointsWide_04_02_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","And we have our Champion - by a lot.","WIDE_WINNER",""
"Host_Mirage_WinnerFoundPointsWide_04_03","diag_mp_mirage_exp_winnerFoundPointsWide_04_03_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","And we have our Champion - by a lot.","WIDE_WINNER",""
"Host_Mirage_WinnerFoundPointsWide_05_01","diag_mp_mirage_exp_winnerFoundPointsWide_05_01_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","By a landslide - we've got our Champion.","WIDE_WINNER",""
"Host_Mirage_WinnerFoundPointsWide_05_02","diag_mp_mirage_exp_winnerFoundPointsWide_05_02_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","By a landslide - we've got our Champion.","WIDE_WINNER",""
"","",0,"","",false,"","","",""
"Host_Mirage_PhoneLost_01b_01","diag_mp_mirage_exp_phoneLost_01b_01_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","How is this happening again? Attention: if anyone finds a phone, please return it to the Captain's Lounge.","PHONE_LOST",""
"Host_Mirage_PhoneLost_01b_02","diag_mp_mirage_exp_phoneLost_01b_02_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","How is this happening again? Attention: if anyone finds a phone, please return it to the Captain's Lounge.","PHONE_LOST",""
"Host_Mirage_PhoneLost_02b_01","diag_mp_mirage_exp_phoneLost_02b_01_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","Hi. Uh, so no one's returned my phone yet. If everyone could just keep an eye out while trying to survive, that would be great.","PHONE_LOST",""
"Host_Mirage_PhoneLost_02b_02","diag_mp_mirage_exp_phoneLost_02b_02_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","Hi. Uh, so no one's returned my phone yet. If everyone could just keep an eye out while trying to survive, that would be great.","PHONE_LOST",""
"Host_Mirage_PhoneLost_03b_01","diag_mp_mirage_exp_phoneLost_03b_01_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","Seriously. Can somebody call me? I still can't find my phone.","PHONE_LOST",""
"Host_Mirage_PhoneLost_03b_02","diag_mp_mirage_exp_phoneLost_03b_02_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","Seriously. Can somebody call me? I still can't find my phone.","PHONE_LOST",""
"Host_Mirage_PhoneLost_04b_01","diag_mp_mirage_exp_phoneLost_04b_01_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","Attention: this isn't funny. One of you must have my phone. I can't even take photos of how sad I am right now.","PHONE_LOST",""
"Host_Mirage_PhoneLost_04b_02","diag_mp_mirage_exp_phoneLost_04b_02_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","Attention: this isn't funny. One of you must have my phone. I can't even take photos of how sad I am right now.","PHONE_LOST",""
"","",0,"","",false,"","","",""
"Host_AI_DroppingReplicator_01_01","diag_ap_aiNotify_droppingReplicator_01_01",0,"#HOST_AI","TEAM_MILITIA",false,"","Replicator being delivered","DROPPING_REPLICATOR","Crafting Care Package Inbound"
"Host_AI_DroppingReplicator_01_02","diag_ap_aiNotify_droppingReplicator_01_02",0,"#HOST_AI","TEAM_MILITIA",false,"","Replicator being delivered","DROPPING_REPLICATOR","Crafting Care Package Inbound"
"Host_AI_DroppingReplicator_01_03","diag_ap_aiNotify_droppingReplicator_01_03",0,"#HOST_AI","TEAM_MILITIA",false,"","Replicator being delivered","DROPPING_REPLICATOR","Crafting Care Package Inbound"
"Host_AI_DroppingReplicator_02_01","diag_ap_aiNotify_droppingReplicator_02_01",0,"#HOST_AI","TEAM_MILITIA",false,"","Attention: Delivering Replicator","DROPPING_REPLICATOR","Crafting Care Package Inbound"
"Host_AI_DroppingReplicator_02_02","diag_ap_aiNotify_droppingReplicator_02_02",0,"#HOST_AI","TEAM_MILITIA",false,"","Attention: Delivering Replicator","DROPPING_REPLICATOR","Crafting Care Package Inbound"
"Host_AI_DroppingReplicator_02_03","diag_ap_aiNotify_droppingReplicator_02_03",0,"#HOST_AI","TEAM_MILITIA",false,"","Attention: Delivering Replicator","DROPPING_REPLICATOR","Crafting Care Package Inbound"
"","",0,"","",false,"","","",""
"","",0,"","",false,"","","",""
"","",0,"","",false,"","","",""
"","",0,"","",false,"","","",""
"Host_Armory_Activated_01","diag_ap_aiNotify_armoryActivated_01_01",10,"#HOST_AI","TEAM_MILITIA",false,"","Cargo access requested. Validating credentials.","ARMORY_ACCESS_REQUESTED",""
"Host_Armory_Activated_02","diag_ap_aiNotify_armoryActivated_02_01",10,"#HOST_AI","TEAM_MILITIA",false,"","Cargo access requested.","ARMORY_ACCESS_REQUESTED",""
"Host_Armory_Threat_Detected_01","diag_ap_aiNotify_armoryWave1st_01_01",10,"#HOST_AI","TEAM_MILITIA",false,"","Alert. Threat detected.","ARMORY_THREAT_DETECTED",""
"Host_Armory_Threat_Detected_02","diag_ap_aiNotify_armoryWave1st_02_01",10,"#HOST_AI","TEAM_MILITIA",false,"","Threat detected. Activating defense protocols.","ARMORY_THREAT_DETECTED",""
"Host_Armory_Wave_Activated_01","diag_ap_aiNotify_armoryWaveNext_01_01",10,"#HOST_AI","TEAM_MILITIA",false,"","Activating reserve sentries.","ARMORY_WAVE_ACTIVATED",""
"Host_Armory_Wave_Activated_02","diag_ap_aiNotify_armoryWaveNext_02_01",10,"#HOST_AI","TEAM_MILITIA",false,"","Alert. Activating reserve defenders.","ARMORY_WAVE_ACTIVATED",""
"Host_Armory_Thirty_Seconds_01","diag_ap_aiNotify_armoryWaveEscalate30sec_01_01",10,"#HOST_AI","TEAM_MILITIA",false,"","Threat level escalating in 30 seconds.","ARMORY_30_SECONDS",""
"Host_Armory_Thirty_Seconds_02","diag_ap_aiNotify_armoryWaveEscalate30sec_02_01",10,"#HOST_AI","TEAM_MILITIA",false,"","Escalating threat level in 30 seconds.","ARMORY_30_SECONDS",""
"Host_Armory_Ten_Seconds_01","diag_ap_aiNotify_armoryWaveEscalate10sec_01_01",10,"#HOST_AI","TEAM_MILITIA",false,"","Threat level escalating in 10 seconds.","ARMORY_10_SECONDS",""
"Host_Armory_Ten_Seconds_02","diag_ap_aiNotify_armoryWaveEscalate10sec_02_01",10,"#HOST_AI","TEAM_MILITIA",false,"","Escalating threat level in 10 seconds.","ARMORY_10_SECONDS",""
"Host_Armory_Panic_Button_01","diag_ap_aiNotify_armoryWaveEscape_01_01",10,"#HOST_AI","TEAM_MILITIA",false,"","Commensing emergency evacuation procedures.","ARMORY_PANIC_BUTTON",""
"Host_Armory_Panic_Button_02","diag_ap_aiNotify_armoryWaveEscape_02_01",10,"#HOST_AI","TEAM_MILITIA",false,"","Alert. Emergency evacuation in progress.","ARMORY_PANIC_BUTTON",""
"Host_Armory_Success_01","diag_ap_aiNotify_armoryVictory_01_01",10,"#HOST_AI","TEAM_MILITIA",false,"","Security clearance verified. Cargo access granted.","ARMORY_SUCCESS",""
"Host_Armory_Success_02","diag_ap_aiNotify_armoryVictory_02_01",10,"#HOST_AI","TEAM_MILITIA",false,"","Clearance verified. Releasing cargo.","ARMORY_SUCCESS",""
"Host_Armory_Redeploy_01","diag_ap_aiNotify_armoryExit_01_01",10,"#HOST_AI","TEAM_MILITIA",false,"","Please watch your step as you exit.","ARMORY_REDEPLOY",""
"Host_Armory_Redeploy_02","diag_ap_aiNotify_armoryExit_02_01",10,"#HOST_AI","TEAM_MILITIA",false,"","Cargo delivered. You may now exit.","ARMORY_REDEPLOY",""
"Host_Armory_ArmoryOpening_01","diag_ap_aiNotify_armoryOpening_01_01",10,"#HOST_AI","TEAM_MILITIA",false,"","Attention: Armory will open in 30 seconds.","ARMORY_OPENING",""
"Host_Armory_ArmoryOpening_02","diag_ap_aiNotify_armoryOpening_02_01",10,"#HOST_AI","TEAM_MILITIA",false,"","Attention: Armory will open in 30 seconds.","ARMORY_OPENING",""
"Host_Armory_ArmoryOpening_03","diag_ap_aiNotify_armoryOpening_03_01",10,"#HOST_AI","TEAM_MILITIA",false,"","In 30 seconds, Armory will open automatically.","ARMORY_OPENING",""
"Host_Armory_ArmoryOpening_04","diag_ap_aiNotify_armoryOpening_04_01",10,"#HOST_AI","TEAM_MILITIA",false,"","In 30 seconds, Armory will open automatically.","ARMORY_OPENING",""
"","",0,"","",false,"","","",""
"Host_AI_Control_Care_Package_01_01","diag_ap_aiNotify_ctrlDroppingCarePack_01_01",10,"#HOST_AI","TEAM_MILITIA",false,"","Care Package Being Delivered, sponsored by Chevrex","SPONSORED_CARE_PACKAGE_DROPPING",""
"Host_AI_Control_Care_Package_01_02","diag_ap_aiNotify_ctrlDroppingCarePack_01_02",10,"#HOST_AI","TEAM_MILITIA",false,"","Care Package Being Delivered, sponsored by Chevrex","SPONSORED_CARE_PACKAGE_DROPPING",""
"Host_AI_Control_Care_Package_02_01","diag_ap_aiNotify_ctrlDroppingCarePack_02_01",10,"#HOST_AI","TEAM_MILITIA",false,"","Attention delivering care package, sponsored by Chevrex","SPONSORED_CARE_PACKAGE_DROPPING",""
"Host_AI_Control_Care_Package_02_02","diag_ap_aiNotify_ctrlDroppingCarePack_02_02",10,"#HOST_AI","TEAM_MILITIA",false,"","Attention delivering care package, sponsored by Chevrex","SPONSORED_CARE_PACKAGE_DROPPING",""
"Host_AI_Control_Capture_Bonus_Generic_01_01","diag_ap_aiNotify_ctrlCaptureBonus_01_01",10,"#HOST_AI","TEAM_MILITIA",false,"","A capture bonus is available","CONTROL_CAPTURE_BONUS_GENERIC",""
"Host_AI_Control_Capture_Bonus_Generic_01_02","diag_ap_aiNotify_ctrlCaptureBonus_01_02",10,"#HOST_AI","TEAM_MILITIA",false,"","A capture bonus is available","CONTROL_CAPTURE_BONUS_GENERIC",""
"Host_AI_Control_Capture_Bonus_Generic_02_01","diag_ap_aiNotify_ctrlCaptureBonus_02_01",10,"#HOST_AI","TEAM_MILITIA",false,"","A capture bonus is available","CONTROL_CAPTURE_BONUS_GENERIC",""
"Host_AI_Control_Capture_Bonus_Generic_02_02","diag_ap_aiNotify_ctrlCaptureBonus_02_02",10,"#HOST_AI","TEAM_MILITIA",false,"","A capture bonus is available","CONTROL_CAPTURE_BONUS_GENERIC",""
"Host_AI_Control_Capture_Bonus_Generic_03_01","diag_ap_aiNotify_ctrlCaptureBonus_03_01",10,"#HOST_AI","TEAM_MILITIA",false,"","A capture bonus is available","CONTROL_CAPTURE_BONUS_GENERIC",""
"Host_AI_Control_Capture_Bonus_Generic_03_02","diag_ap_aiNotify_ctrlCaptureBonus_03_02",10,"#HOST_AI","TEAM_MILITIA",false,"","A capture bonus is available","CONTROL_CAPTURE_BONUS_GENERIC",""
"Host_AI_Control_Capture_Bonus_Generic_04_01","diag_ap_aiNotify_ctrlCaptureBonus_04_01",10,"#HOST_AI","TEAM_MILITIA",false,"","A capture bonus is available","CONTROL_CAPTURE_BONUS_GENERIC",""
"Host_AI_Control_Capture_Bonus_Generic_04_02","diag_ap_aiNotify_ctrlCaptureBonus_04_02",10,"#HOST_AI","TEAM_MILITIA",false,"","A capture bonus is available","CONTROL_CAPTURE_BONUS_GENERIC",""
"Host_AI_Control_Capture_Bonus_Generic_05_01","diag_ap_aiNotify_ctrlCaptureBonus_05_01",10,"#HOST_AI","TEAM_MILITIA",false,"","A capture bonus is available","CONTROL_CAPTURE_BONUS_GENERIC",""
"Host_AI_Control_Capture_Bonus_Generic_05_02","diag_ap_aiNotify_ctrlCaptureBonus_05_02",10,"#HOST_AI","TEAM_MILITIA",false,"","A capture bonus is available","CONTROL_CAPTURE_BONUS_GENERIC",""
"Host_AI_Control_Capture_Bonus_A_01_01","diag_ap_aiNotify_ctrlCaptureBonusA_01_01",10,"#HOST_AI","TEAM_MILITIA",false,"","Capture bonus added to zone A","CONTROL_CAPTURE_BONUS_A",""
"Host_AI_Control_Capture_Bonus_A_01_02","diag_ap_aiNotify_ctrlCaptureBonusA_01_02",10,"#HOST_AI","TEAM_MILITIA",false,"","Capture bonus added to zone A","CONTROL_CAPTURE_BONUS_A",""
"Host_AI_Control_Capture_Bonus_A_02_01","diag_ap_aiNotify_ctrlCaptureBonusA_02_01",10,"#HOST_AI","TEAM_MILITIA",false,"","A capture bonus has been added to zone A","CONTROL_CAPTURE_BONUS_A",""
"Host_AI_Control_Capture_Bonus_A_02_02","diag_ap_aiNotify_ctrlCaptureBonusA_02_02",10,"#HOST_AI","TEAM_MILITIA",false,"","A capture bonus has been added to zone A","CONTROL_CAPTURE_BONUS_A",""
"Host_AI_Control_Capture_Bonus_A_04_01","diag_ap_aiNotify_ctrlCaptureBonusA_04_01",10,"#HOST_AI","TEAM_MILITIA",false,"","A capture bonus has been added to zone A","CONTROL_CAPTURE_BONUS_A",""
"Host_AI_Control_Capture_Bonus_A_04_02","diag_ap_aiNotify_ctrlCaptureBonusA_04_02",10,"#HOST_AI","TEAM_MILITIA",false,"","A capture bonus has been added to zone A","CONTROL_CAPTURE_BONUS_A",""
"Host_AI_Control_Capture_Bonus_B_01_01","diag_ap_aiNotify_ctrlCaptureBonusB_01_01",10,"#HOST_AI","TEAM_MILITIA",false,"","Capture bonus added to zone B","CONTROL_CAPTURE_BONUS_B",""
"Host_AI_Control_Capture_Bonus_B_01_02","diag_ap_aiNotify_ctrlCaptureBonusB_01_02",10,"#HOST_AI","TEAM_MILITIA",false,"","Capture bonus added to zone B","CONTROL_CAPTURE_BONUS_B",""
"Host_AI_Control_Capture_Bonus_B_02_01","diag_ap_aiNotify_ctrlCaptureBonusB_02_01",10,"#HOST_AI","TEAM_MILITIA",false,"","A capture bonus has been added to zone B","CONTROL_CAPTURE_BONUS_B",""
"Host_AI_Control_Capture_Bonus_B_02_02","diag_ap_aiNotify_ctrlCaptureBonusB_02_02",10,"#HOST_AI","TEAM_MILITIA",false,"","A capture bonus has been added to zone B","CONTROL_CAPTURE_BONUS_B",""
"Host_AI_Control_Capture_Bonus_B_04_01","diag_ap_aiNotify_ctrlCaptureBonusB_04_01",10,"#HOST_AI","TEAM_MILITIA",false,"","A capture bonus has been added to zone B","CONTROL_CAPTURE_BONUS_B",""
"Host_AI_Control_Capture_Bonus_B_04_02","diag_ap_aiNotify_ctrlCaptureBonusB_04_02",10,"#HOST_AI","TEAM_MILITIA",false,"","A capture bonus has been added to zone B","CONTROL_CAPTURE_BONUS_B",""
"Host_AI_Control_Capture_Bonus_C_01_01","diag_ap_aiNotify_ctrlCaptureBonusC_01_01",10,"#HOST_AI","TEAM_MILITIA",false,"","Capture bonus added to zone C","CONTROL_CAPTURE_BONUS_C",""
"Host_AI_Control_Capture_Bonus_C_01_02","diag_ap_aiNotify_ctrlCaptureBonusC_01_02",10,"#HOST_AI","TEAM_MILITIA",false,"","Capture bonus added to zone C","CONTROL_CAPTURE_BONUS_C",""
"Host_AI_Control_Capture_Bonus_C_02_01","diag_ap_aiNotify_ctrlCaptureBonusC_02_01",10,"#HOST_AI","TEAM_MILITIA",false,"","A capture bonus has been added to zone C","CONTROL_CAPTURE_BONUS_C",""
"Host_AI_Control_Capture_Bonus_C_02_02","diag_ap_aiNotify_ctrlCaptureBonusC_02_02",10,"#HOST_AI","TEAM_MILITIA",false,"","A capture bonus has been added to zone C","CONTROL_CAPTURE_BONUS_C",""
"Host_AI_Control_Capture_Bonus_C_04_01","diag_ap_aiNotify_ctrlCaptureBonusC_04_01",10,"#HOST_AI","TEAM_MILITIA",false,"","A capture bonus has been added to zone C","CONTROL_CAPTURE_BONUS_C",""
"Host_AI_Control_Capture_Bonus_C_04_02","diag_ap_aiNotify_ctrlCaptureBonusC_04_02",10,"#HOST_AI","TEAM_MILITIA",false,"","A capture bonus has been added to zone C","CONTROL_CAPTURE_BONUS_C",""
"Host_AI_Control_Capture_Bonus_Ending_01","diag_ap_aiNotify_ctrlCaptureBonusEnding_01_01",10,"#HOST_AI","TEAM_MILITIA",false,"","A capture bonus is ending shortly","CONTROL_CAPTURE_BONUS_ENDING",""
"Host_AI_Control_Capture_Bonus_Ending_02","diag_ap_aiNotify_ctrlCaptureBonusEnding_02_01",10,"#HOST_AI","TEAM_MILITIA",false,"","A capture bonus is ending shortly","CONTROL_CAPTURE_BONUS_ENDING",""
"Host_AI_Control_All_Zones_Owned_01","diag_ap_aiNotify_ctrlZonesAllOwned_01_01",10,"#HOST_AI","TEAM_MILITIA",false,"","A team controls all zones","CONTROL_ALL_ZONES_OWNED",""
"Host_AI_Control_All_Zones_Owned_02","diag_ap_aiNotify_ctrlZonesAllOwned_02_01",10,"#HOST_AI","TEAM_MILITIA",false,"","A team controls all zones","CONTROL_ALL_ZONES_OWNED",""
"Host_AI_Control_Rating_Leader_New_01","diag_ap_aiNotify_ctrlRatingsLeaderNew_01_01",10,"#HOST_AI","TEAM_MILITIA",false,"","New ratings leader appointed","CONTROL_NEW_RATINGS_LEADER",""
"Host_AI_Control_Rating_Leader_New_02","diag_ap_aiNotify_ctrlRatingsLeaderNew_02_01",10,"#HOST_AI","TEAM_MILITIA",false,"","New ratings leader appointed","CONTROL_NEW_RATINGS_LEADER",""
"Host_AI_Control_Rating_Leader_Killed_01","diag_ap_aiNotify_ctrlRatingsLeaderEliminated_01_01",10,"#HOST_AI","TEAM_MILITIA",false,"","Ratings Leader eliminated","CONTROL_RATINGS_LEADER_ELIMINATED",""
